 &plot nbnd=  20, nks=    11 /
            0.000000  0.000000  0.000000
   -6.359   -2.700   -2.699   -2.519   -2.442   -2.007   -2.007    2.846    2.847    2.988
    2.989    3.036    3.081    5.689    5.940    5.971    6.248    6.249    6.619    6.851
            0.000001  0.000001  0.048806
   -6.349   -2.838   -2.698   -2.697   -2.109   -2.005   -2.004    2.824    2.824    2.955
    2.957    3.046    3.091    5.567    5.891    5.923    6.309    6.310    6.596    6.898
            0.000003  0.000003  0.097612
   -6.319   -3.179   -2.691   -2.690   -1.997   -1.996   -1.728    2.760    2.761    2.867
    2.868    3.074    3.120    5.265    5.760    5.792    6.484    6.485    6.563    7.001
            0.000004  0.000004  0.146418
   -6.270   -3.505   -2.680   -2.679   -1.985   -1.984   -1.335    2.666    2.667    2.740
    2.741    3.120    3.169    4.878    5.572    5.607    6.547    6.755    6.756    7.133
            0.000005  0.000005  0.195224
   -6.201   -3.815   -2.666   -2.665   -1.970   -1.969   -0.932    2.555    2.555    2.595
    2.596    3.183    3.237    4.453    5.354    5.393    6.550    7.101    7.103    7.286
            0.000006  0.000006  0.244030
   -6.113   -4.109   -2.650   -2.649   -1.952   -1.951   -0.521    2.439    2.440    2.450
    2.451    3.264    3.324    4.011    5.123    5.168    6.572    7.440    7.508    7.509
            0.000008  0.000008  0.292836
   -6.006   -4.383   -2.634   -2.633   -1.934   -1.933   -0.103    2.317    2.318    2.330
    2.331    3.360    3.430    3.565    4.890    4.945    6.612    7.547    7.962    7.963
            0.000009  0.000009  0.341642
   -5.883   -4.638   -2.619   -2.618   -1.917   -1.917    0.318    2.206    2.206    2.237
    2.237    3.119    3.467    3.554    4.663    4.734    6.666    7.541    8.225    8.455
            0.000010  0.000010  0.390448
   -5.747   -4.869   -2.607   -2.606   -1.904   -1.903    0.735    2.122    2.122    2.165
    2.166    2.685    3.579    3.694    4.446    4.546    6.727    7.461    8.431    8.979
            0.000012  0.000012  0.439254
   -5.610   -5.062   -2.599   -2.598   -1.895   -1.895    1.121    2.070    2.070    2.121
    2.121    2.288    3.677    3.848    4.245    4.402    6.782    7.381    8.678    9.212
            0.000013  0.000013  0.488060
   -5.535   -5.155   -2.596   -2.596   -1.892   -1.892    1.334    2.052    2.052    2.071
    2.105    2.106    3.720    3.967    4.111    4.343    6.805    7.348    8.866    9.049
