 &plot nbnd=  20, nks=    11 /
            0.000000  0.000000  0.000000
   -6.519   -3.145   -3.143   -2.645   -2.568   -2.465   -2.462    2.375    2.415    2.636
    2.637    2.791    2.791    5.275    5.308    5.450    5.867    5.996    5.997    6.118
            0.000001  0.000001  0.052140
   -6.509   -3.142   -3.140   -2.961   -2.462   -2.459   -2.241    2.385    2.425    2.610
    2.611    2.754    2.754    5.230    5.264    5.285    5.827    6.062    6.063    6.161
            0.000003  0.000003  0.104281
   -6.478   -3.299   -3.134   -3.132   -2.453   -2.451   -1.868    2.414    2.456    2.537
    2.538    2.653    2.653    4.928    5.107    5.141    5.775    6.250    6.252    6.277
            0.000004  0.000004  0.156421
   -6.427   -3.625   -3.122   -3.120   -2.440   -2.437   -1.486    2.430    2.431    2.461
    2.506    2.510    2.511    4.513    4.928    4.964    5.744    6.434    6.540    6.542
            0.000005  0.000005  0.208561
   -6.356   -3.936   -3.106   -3.104   -2.422   -2.420   -1.096    2.304    2.305    2.350
    2.350    2.528    2.576    4.082    4.717    4.756    5.736    6.612    6.908    6.910
            0.000006  0.000006  0.260701
   -6.266   -4.230   -3.088   -3.086   -2.403   -2.400   -0.701    2.174    2.175    2.189
    2.190    2.611    2.666    3.647    4.490    4.534    5.751    6.780    7.336    7.338
            0.000008  0.000008  0.312842
   -6.156   -4.508   -3.070   -3.068   -2.382   -2.380   -0.302    2.043    2.044    2.052
    2.053    2.711    2.774    3.215    4.258    4.312    5.788    6.850    7.402    7.810
            0.000009  0.000009  0.364982
   -6.029   -4.766   -3.054   -3.052   -2.364   -2.362    0.097    1.921    1.922    1.948
    1.948    2.790    2.822    2.901    4.030    4.100    5.843    6.776    7.577    8.322
            0.000010  0.000010  0.417122
   -5.889   -5.001   -3.040   -3.038   -2.349   -2.347    0.488    1.829    1.830    1.868
    1.869    2.381    2.939    3.046    3.812    3.908    5.909    6.656    7.828    8.673
            0.000011  0.000011  0.469262
   -5.747   -5.199   -3.031   -3.029   -2.339   -2.337    0.843    1.772    1.773    1.819
    1.819    2.016    3.042    3.203    3.609    3.760    5.971    6.553    8.092    8.583
            0.000013  0.000013  0.521403
   -5.668   -5.297   -3.028   -3.026   -2.336   -2.334    1.027    1.753    1.754    1.802
    1.802    1.827    3.088    3.323    3.473    3.698    5.999    6.510    8.273    8.459
