 &plot nbnd=  20, nks=    11 /
            0.000000  0.000000  0.000000
   -6.311   -2.568   -2.568   -2.484   -2.408   -1.871   -1.871    2.913    2.914    3.051
    3.052    3.234    3.280    5.747    6.137    6.167    6.323    6.324    6.838    7.002
            0.000001  0.000001  0.047932
   -6.301   -2.804   -2.566   -2.566   -2.074   -1.868   -1.868    2.891    2.892    3.020
    3.020    3.244    3.290    5.632    6.088    6.118    6.383    6.384    6.818    7.050
            0.000003  0.000003  0.095863
   -6.271   -3.145   -2.559   -2.559   -1.861   -1.860   -1.692    2.830    2.831    2.934
    2.934    3.271    3.319    5.342    5.954    5.985    6.554    6.555    6.791    7.190
            0.000004  0.000004  0.143795
   -6.222   -3.470   -2.548   -2.548   -1.849   -1.849   -1.297    2.739    2.740    2.811
    2.811    3.317    3.368    4.961    5.764    5.797    6.779    6.820    6.821    7.342
            0.000005  0.000005  0.191727
   -6.154   -3.780   -2.535   -2.534   -1.834   -1.834   -0.892    2.632    2.632    2.670
    2.671    3.380    3.435    4.538    5.545    5.582    6.784    7.161    7.162    7.488
            0.000007  0.000007  0.239658
   -6.067   -4.072   -2.519   -2.519   -1.817   -1.816   -0.477    2.520    2.520    2.529
    2.530    3.460    3.521    4.096    5.313    5.357    6.808    7.562    7.563    7.638
            0.000008  0.000008  0.287590
   -5.961   -4.346   -2.503   -2.503   -1.799   -1.799   -0.056    2.400    2.400    2.414
    2.415    3.555    3.626    3.645    5.080    5.134    6.848    7.749    8.010    8.011
            0.000009  0.000009  0.335522
   -5.839   -4.599   -2.489   -2.489   -1.783   -1.783    0.370    2.291    2.291    2.323
    2.324    3.195    3.661    3.749    4.853    4.923    6.902    7.759    8.428    8.496
            0.000010  0.000010  0.383453
   -5.704   -4.828   -2.477   -2.477   -1.770   -1.770    0.792    2.209    2.209    2.254
    2.254    2.754    3.772    3.889    4.636    4.736    6.962    7.692    8.619    9.014
            0.000012  0.000012  0.431385
   -5.569   -5.019   -2.470   -2.470   -1.762   -1.762    1.186    2.158    2.158    2.211
    2.211    2.349    3.868    4.042    4.437    4.593    7.014    7.619    8.859    9.397
            0.000013  0.000013  0.479317
   -5.496   -5.111   -2.467   -2.467   -1.759   -1.759    1.407    2.125    2.141    2.141
    2.196    2.196    3.911    4.161    4.302    4.535    7.037    7.588    9.048    9.225
