 &plot nbnd=  20, nks=    11 /
            0.000000  0.000000  0.000000
   -6.093   -2.651   -2.319   -1.954   -1.903   -1.889   -1.888    2.954    3.024    3.025
    3.029    3.029    3.086    5.802    5.873    5.874    6.242    6.574    6.715    6.718
            0.000001  0.000001  0.049843
   -6.083   -2.648   -2.529   -1.951   -1.886   -1.884   -1.680    2.929    2.994    2.995
    3.039    3.039    3.051    5.708    5.826    5.828    6.306    6.542    6.772    6.775
            0.000003  0.000003  0.099686
   -6.052   -2.853   -2.641   -1.943   -1.876   -1.875   -1.317    2.860    2.912    2.912
    2.954    3.068    3.068    5.459    5.700    5.701    6.489    6.499    6.906    6.937
            0.000004  0.000004  0.149529
   -6.000   -3.179   -2.629   -1.930   -1.861   -1.859   -0.927    2.758    2.791    2.792
    2.818    3.116    3.116    5.115    5.518    5.519    6.478    6.771    7.054    7.195
            0.000005  0.000005  0.199371
   -5.928   -3.493   -2.614   -1.913   -1.841   -1.839   -0.523    2.637    2.651    2.651
    2.663    3.183    3.183    4.722    5.305    5.306    6.480    7.129    7.225    7.528
            0.000006  0.000006  0.249214
   -5.837   -3.792   -2.597   -1.895   -1.818   -1.816   -0.110    2.508    2.508    2.509
    2.513    3.268    3.269    4.303    5.080    5.080    6.506    7.400    7.546    7.921
            0.000008  0.000008  0.299057
   -5.725   -4.075   -2.579   -1.875   -1.795   -1.793    0.311    2.368    2.375    2.375
    2.396    3.371    3.372    3.872    4.852    4.853    6.554    7.508    7.977    8.011
            0.000009  0.000009  0.348900
   -5.595   -4.338   -2.563   -1.857   -1.773   -1.771    0.737    2.250    2.261    2.261
    2.297    3.436    3.491    3.492    4.631    4.631    6.620    7.458    8.129    8.512
            0.000010  0.000010  0.398743
   -5.450   -4.580   -2.550   -1.843   -1.756   -1.754    1.163    2.162    2.174    2.175
    2.220    3.001    3.623    3.625    4.423    4.424    6.701    7.338    8.387    9.044
            0.000011  0.000011  0.448586
   -5.299   -4.788   -2.542   -1.834   -1.744   -1.742    1.574    2.107    2.120    2.121
    2.173    2.584    3.758    3.759    4.243    4.244    6.783    7.222    8.685    9.314
            0.000013  0.000013  0.498429
   -5.207   -4.899   -2.539   -1.830   -1.740   -1.738    1.838    2.089    2.102    2.102
    2.157    2.319    3.834    3.837    4.150    4.151    6.824    7.167    8.952    9.058
