 &plot nbnd=  20, nks=    11 /
            0.000000  0.000000  0.000000
   -6.404   -2.823   -2.821   -2.557   -2.481   -2.133   -2.131    2.782    2.782    2.857
    2.901    2.926    2.928    5.624    5.758    5.790    6.174    6.175    6.418    6.650
            0.000001  0.000001  0.049599
   -6.394   -2.876   -2.820   -2.818   -2.149   -2.131   -2.129    2.759    2.759    2.867
    2.893    2.894    2.911    5.493    5.711    5.743    6.236    6.237    6.390    6.699
            0.000003  0.000003  0.099199
   -6.364   -3.217   -2.813   -2.811   -2.123   -2.121   -1.770    2.693    2.693    2.801
    2.803    2.895    2.941    5.179    5.581    5.614    6.354    6.414    6.415    6.805
            0.000004  0.000004  0.148798
   -6.314   -3.542   -2.802   -2.800   -2.111   -2.108   -1.380    2.596    2.596    2.671
    2.672    2.941    2.990    4.784    5.396    5.430    6.334    6.689    6.690    6.943
            0.000005  0.000005  0.198397
   -6.245   -3.853   -2.787   -2.786   -2.095   -2.092   -0.980    2.481    2.482    2.523
    2.524    3.006    3.058    4.357    5.179    5.218    6.335    7.040    7.042    7.102
            0.000006  0.000006  0.247996
   -6.157   -4.146   -2.771   -2.769   -2.077   -2.074   -0.572    2.362    2.363    2.375
    2.376    3.087    3.146    3.917    4.950    4.994    6.355    7.260    7.451    7.453
            0.000008  0.000008  0.297596
   -6.049   -4.422   -2.755   -2.753   -2.058   -2.056   -0.158    2.239    2.240    2.251
    2.252    3.183    3.252    3.474    4.717    4.771    6.394    7.360    7.910    7.912
            0.000009  0.000009  0.347195
   -5.925   -4.677   -2.739   -2.738   -2.041   -2.039    0.258    2.125    2.126    2.155
    2.156    3.033    3.292    3.377    4.490    4.560    6.449    7.339    8.042    8.407
            0.000010  0.000010  0.396794
   -5.788   -4.909   -2.727   -2.725   -2.028   -2.025    0.668    2.040    2.040    2.082
    2.083    2.605    3.405    3.518    4.273    4.372    6.511    7.249    8.260    8.936
            0.000012  0.000012  0.446393
   -5.651   -5.103   -2.719   -2.717   -2.019   -2.017    1.047    1.987    1.987    2.036
    2.037    2.216    3.503    3.673    4.072    4.227    6.568    7.163    8.511    9.036
            0.000013  0.000013  0.495993
   -5.575   -5.197   -2.716   -2.715   -2.016   -2.014    1.252    1.969    1.969    2.007
    2.020    2.021    3.547    3.791    3.937    4.167    6.592    7.127    8.697    8.883
