 &plot nbnd=  20, nks=    11 /
            0.000000  0.000000  0.000000
   -6.480   -3.036   -3.033   -2.615   -2.538   -2.351   -2.350    2.539    2.581    2.683
    2.684    2.834    2.835    5.440    5.471    5.515    6.056    6.056    6.057    6.297
            0.000001  0.000001  0.051224
   -6.470   -3.034   -3.031   -2.932   -2.348   -2.347   -2.209    2.549    2.591    2.658
    2.659    2.798    2.799    5.363    5.394    5.426    6.021    6.121    6.122    6.345
            0.000003  0.000003  0.102448
   -6.440   -3.271   -3.026   -3.023   -2.340   -2.339   -1.834    2.577    2.588    2.589
    2.621    2.701    2.702    5.022    5.269    5.301    5.975    6.306    6.307    6.457
            0.000004  0.000004  0.153672
   -6.389   -3.597   -3.014   -3.011   -2.327   -2.326   -1.448    2.485    2.486    2.563
    2.564    2.625    2.671    4.614    5.087    5.122    5.948    6.590    6.591    6.607
            0.000005  0.000005  0.204896
   -6.319   -3.908   -2.999   -2.996   -2.310   -2.309   -1.054    2.363    2.364    2.407
    2.408    2.690    2.740    4.183    4.874    4.912    5.943    6.778    6.952    6.954
            0.000006  0.000006  0.256120
   -6.229   -4.202   -2.982   -2.979   -2.291   -2.290   -0.654    2.237    2.238    2.251
    2.252    2.773    2.829    3.746    4.646    4.690    5.960    6.943    7.374    7.376
            0.000008  0.000008  0.307345
   -6.121   -4.479   -2.964   -2.961   -2.272   -2.271   -0.249    2.109    2.110    2.119
    2.120    2.871    2.937    3.310    4.414    4.467    5.998    7.026    7.577    7.843
            0.000009  0.000009  0.358569
   -5.995   -4.737   -2.948   -2.945   -2.254   -2.253    0.156    1.990    1.990    2.017
    2.018    2.880    2.982    3.063    4.186    4.255    6.053    6.971    7.731    8.349
            0.000010  0.000010  0.409793
   -5.855   -4.970   -2.935   -2.932   -2.239   -2.238    0.554    1.900    1.901    1.940
    1.941    2.463    3.097    3.206    3.968    4.065    6.118    6.861    7.971    8.845
            0.000011  0.000011  0.461017
   -5.715   -5.167   -2.927   -2.924   -2.230   -2.229    0.918    1.845    1.845    1.892
    1.893    2.089    3.199    3.363    3.766    3.917    6.178    6.763    8.231    8.737
            0.000013  0.000013  0.512241
   -5.638   -5.264   -2.924   -2.921   -2.226   -2.226    1.110    1.826    1.826    1.876
    1.877    1.894    3.244    3.483    3.630    3.856    6.205    6.723    8.415    8.601
