 &plot nbnd=  20, nks=    11 /
            0.000000  0.000000  0.000000
   -6.173   -2.870   -2.374   -2.181   -2.115   -2.115   -1.950    2.695    2.695    2.857
    2.927    2.927    2.996    5.552    5.553    5.698    6.127    6.207    6.368    6.600
            0.000001  0.000001  0.051544
   -6.163   -2.867   -2.581   -2.178   -2.112   -2.111   -1.730    2.705    2.705    2.830
    2.895    2.895    2.958    5.507    5.508    5.595    6.165    6.194    6.429    6.659
            0.000002  0.000002  0.103088
   -6.131   -2.904   -2.859   -2.170   -2.101   -2.101   -1.372    2.734    2.735    2.755
    2.806    2.807    2.855    5.327    5.383    5.384    6.111    6.386    6.556    6.831
            0.000004  0.000004  0.154631
   -6.079   -3.230   -2.847   -2.156   -2.085   -2.085   -0.987    2.645    2.678    2.679
    2.709    2.784    2.784    4.968    5.205    5.205    6.081    6.678    6.717    7.098
            0.000005  0.000005  0.206175
   -6.006   -3.546   -2.831   -2.138   -2.064   -2.064   -0.589    2.517    2.530    2.530
    2.546    2.852    2.852    4.568    4.994    4.995    6.078    6.903    7.048    7.443
            0.000006  0.000006  0.257719
   -5.912   -3.847   -2.812   -2.118   -2.040   -2.040   -0.182    2.379    2.379    2.383
    2.385    2.939    2.939    4.148    4.769    4.770    6.100    7.089    7.478    7.638
            0.000007  0.000007  0.309263
   -5.799   -4.131   -2.794   -2.097   -2.016   -2.015    0.230    2.235    2.239    2.239
    2.261    3.044    3.044    3.720    4.541    4.542    6.146    7.174    7.636    7.954
            0.000009  0.000009  0.360806
   -5.667   -4.397   -2.777   -2.078   -1.993   -1.992    0.646    2.111    2.119    2.119
    2.155    3.166    3.166    3.291    4.319    4.319    6.213    7.088    7.833    8.467
            0.000010  0.000010  0.412350
   -5.519   -4.641   -2.763   -2.063   -1.974   -1.974    1.061    2.018    2.029    2.029
    2.074    2.866    3.301    3.301    4.109    4.109    6.295    6.949    8.115    9.010
            0.000011  0.000011  0.463894
   -5.365   -4.853   -2.754   -2.053   -1.962   -1.962    1.458    1.961    1.972    1.972
    2.024    2.462    3.438    3.439    3.926    3.926    6.380    6.823    8.425    9.042
            0.000012  0.000012  0.515438
   -5.270   -4.967   -2.751   -2.049   -1.958   -1.957    1.707    1.941    1.953    1.953
    2.007    2.211    3.518    3.518    3.832    3.832    6.425    6.764    8.686    8.807
